id_str,tweet,paragraph,label
1453159400709967880,Angelina Jolie is a horcrux,2.) Smarts,0
1453159400709967880,Angelina Jolie is a horcrux,"* Spidey - is a nerd. Apparently being bitten by a radioactive spider doesn’t help you in that regard, but being a nerd sure did help writers cover the fact Parker doesn’t spin webs out of his butt. He makes his own web shooters, among other things, and has had his intellect praised by both Pym and Richards. His knowledge of engineering and chemistry aid him in battle. Currently, he has more up his sleeve as the Web-slinger, and even runs his own company competing with Stark Enterprises, and winning.
 * DD - has a law degree.
Winner: Spidey. You could argue DD is more strategic, but who’s to say Spidey isn’t as well?",0
1453159400709967880,Angelina Jolie is a horcrux,3.) Skill,0
1453159400709967880,Angelina Jolie is a horcrux,"* Spidey - After being bitten by a radioactive spider, Spidey gained the proportionate speed of a spider, a spider’s balance, and acrobatic skill. Because really, spiders are miniature trapeze artists. Beyond the boon, Spider-man started out with no fighting training whatsoever. He later went to Shang-Chi for training and developed his own fighting style. That’s all I know. He also has journalistic and photography skill, and significant grifting/con-artistry being able to keep his employment in the Daily Bugle by sending his selfies.
 * DD - is blind. But he has learned from ninjas,and from one in particular who identifies because of being similarly “differently-abled”. So yeah. He has fought Iron Fist, Black Panther, Shang-Chi, Wolverine, and Karnak all to standstills, is proficient in chi-control, a vast array of weaponry, and has extensive knowledge in pressure points. His acute sense of balance allows him to have the acrobatic skill of an Olympic-level gymnast.
Winner: DD. He has more skill in martial arts, and generally better training.",0
1453159400709967880,Angelina Jolie is a horcrux,4.) Extrasensory Ability,0
1453159400709967880,Angelina Jolie is a horcrux,"* Spidey - has spider-sense, which allows him to be made aware of imminent danger.
 * DD - has acute senses of smell, hearing, taste, touch, and balance. He also has Radar Sense, in which he uses some form of echolocation (minus the screeching). He, however, is blind, and has difficulty perceiving colors and images, but is generally immune to illusions.
Winner: DD. This was close, but DD’s senses have more utility. In a fight between them, however, Spider-man would detect every time DD is nearby (unless the Chaste has a workaround I don’t know about, or if there are scans of ninja types bypassing Spider-sense)",0
1453159400709967880,Angelina Jolie is a horcrux,5.) Kit,0
1453159400709967880,Angelina Jolie is a horcrux,"* Spidey - he has always had much utility with his webbing and adhesive fingers and toes, but also has quite an array of different situational costumes on par with Iron-man in terms of coverage. Recently, Parker Industries has enhanced webtech, introducing a variety of different web options that prove excellent weapons in battle. This includes Rapid-fire Web Bullets (which has always been done before) as concussive projectiles, Foam webs (as shown in International Spider-man), Taser Webs (both comic and Homecoming), Web Grenades (Homecoming) among other things. Spidey also has his own plane to solve his non-urban travel problems, tracers, drones, and etc.
 * DD - has sticks. But you know, they’re customized. You can like, throw ’em at people and hit people with it. And it doubles as a white cane.
Winner: Spider-man. With that kit, DD won’t see it coming.",0
1453159400709967880,Angelina Jolie is a horcrux,"Personally, I could argue situations wherein Matt could win, but it’s all conjecture. But at the end of it all, it’s up to the writers. (And since the writers and the audience absolutely love Spidey, well, then bully for you, Matt.)",0
1453159400709967880,Angelina Jolie is a horcrux,"From what I know of Lara Croft, she's an archaeologist with many additional skills. Many of these skills are not cheap, but I'm sure that if you're serious about this, cost is really no problem. Plus you can learn some of these things online.",0
