id_str,tweet,paragraph,label
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,Yes.,0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"He once mentioned he didn't talk to Ferdinand before the final in 2008, yet they still won the cup. He used that example to show it doesn't matter if you have a good relationship with your teammates like how MSN do.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"He criticized his teammates after they lost a game with athletico Madrid, and he did more than once.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"Yet, his teammates might have some negative feelings about it but they never said about it, and they still have their strong faith in Ronaldo.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"Because they know Ronaldo will never gave up fighting for his team and Ronaldo proves that for thousand times already by his training, running and everything we can see from him.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,It is true he will probably be abandoned by Johan Cruyff or Pep Guardiola because he treated himself as the king and he can be really selfish at sometime.,0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"But at the time when Mourinho, Ancelotti, Zidane needs him the most, he stands out.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"If you want me to choose from Kuyt who is much more selfless or Ronaldo who can even decide if the manager should be fired. I would definitely choose the former one, because if a manager can't be the biggest one in the team, he can't lead his team to win.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,But when the manager is Ferguson or Zidane who actually has a even better career than Ronaldo?,0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,Now you know why Zidane’s RM actually isn't that good yet they are still winning?,0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"Yes a very selfish player indeed. As if no celebrity is selfish and none want to come in the cover page . And Ronaldo is not only a selfish player on ground but outside the ground as he had a string of hot girlfriends. But this Ronaldo is really selfish when he needs his country to win...whether it's the 21 year Ronaldo fighting against his club-mate to help Portugal win or the captain who supports and lead the team with injury , screams for the team even in pain .",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,And he is a selfish son who takes care of his mother and sister and consider them significant part of his life...such a selfish man he is!! Who don't like to have tattoos to make himself able to donate blood.,0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"No question. Some of that is the nature of the beast. However, at this point his ego is bigger than his form on the field. It was alarming that he insisted on taking free kicks with the likes of Pjanic and Dybala in the Juve lineup. While R-7 has scored more FKs over his career, both P & D have been much more dangerous in recent years. He took an inordinate amount of shots last year. While he got his goals, his strike rate was among the worst in Europe. His is a power game, and in Serie A, defenders don’t allow him the time to uncork shots. The result, blocked shots and too many rushed shots far off target. His crossover dribbling worked only against lower level teams. He rarely showed the type of speed to create separation he once did. I believe he only scored two goals outside from area from the run of play, despite no shortage of attempts.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"The antics that got him redcarded in his first CL match with Juve may be more arrogance than selfishness, but it’s a matter of semantics. He pulled similar antics later in the season. He frequently shows up his teammates after an errant pass. I find his post-goal celebrations to be childish, but they are part of the R-7 act. Just once it would be nice to seem him act as if he’s scored before, or possibly direct some attention to the player providing a key pass. Unfortunately, he has been conditioned and enabled to keep the spotlight all to himself.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"Full disclosure. I opposed his signing. I have seen nothing to date that proves it was the right move - on the field. Juve won the previous 7 straight Serie A titles without him. IMHO, his goals have come at the expense of others - most notably Dybala. I don’t root against him or Juve, but I finf I get far more pleasure from victories when others score.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"Not to bash him or anything, ’cause his perceived selfishness gets him to score more goals, but he does come across as a selfish player. You just get the feeling it’s about him more than the team, particularly when things aren’t going their way. He’s been accused of being ‘salty’ whenever he doesn’t get on the scoresheet, appearing to sulk rather than be happy for his teammates.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"Regardless, like I said, some of his supposed negative traits are probably what push him to perform more than most, making him one of the best players of his generation.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"He wants to win and he wants to score. He is the main man, and if he doesn't live up to that, he becomes angry with himself. In recent events Ronaldo appears to put his hand up after Morata scores, however this was not done in a selfish manner and he celebrated with the team happily. But he can be selfish in terms of always wanting to be passed too when near goal (not happy with others taking a shot at goal and missing).",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,I assume we are talking about play style and not that “he takes care of his mother” type of selfishness. He certainly was a selfish player in the sense that he was the one going for the goal.,0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"A couple of years ago, he switched to a more competitive a teamplay style, I believe because the team demanded that they made the trident as Barcelona.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"I don't believe he is selfish anymore, but I think he should, same as Messi. For the sake of of football history bring that head to head competition back on and stop giving penalties to Neymar!",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"Oh yes, I would definitely regard him as a selfish player. You can see this in his antics on the pitch, especially with his national team (whose standard is quite a bit lower than Real Madrid’s). During the Euros, his body language was very expressive, very over the top, suggesting that he felt it was all on him. However, I don't think this detracts from his leadership qualities, when the going got tough, his teammates would look to him for inspiration, and often he would provide it. Not just with goals, but with a gut-busting run or pinpoint cross which leads to a goal as well. Sometimes he even provides inspiration from the bench ;)",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"I think ronaldo is just an extremely passionate and determined player, unfortunately he does come across as quite narcissistic and arrogant. There is also a lack of modesty and professionalism in his game at times (Rooney incident for example) which makes it easier for people to dislike him, but when you have that passion (Drogba is a good example) sometimes you upset people.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,Having said that if i were the best player in the world i think i would struggle to keep my feet on the ground!,0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,This is the map which shows all of the penalty targets aimed by the Argentinian Lionel Messi.,0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"* Total penalties - 103
 * Successful - 79
 * Missed - 24
 * Conversion Rate - 76.5%
1. By taking a good look and examining it, we can arrive at the fact that his target areas are both towards right and left sides of the goalkeeper And, are scattered but dominantly he aims for the left side of the goalkeeper.
2. It’s clear that he often tries different approaches instead of going to his natural side which is actually good, making his moves unpredictable to the goalie but, being a Messi fan what irritates me most is that he hits them more towards goalkeepers reach, and rarely goes for side netting unlike his Real Madrid arch rival.
Now let's have a look at the Portuguese star Cristiano Ronaldo.",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,Ronaldo’s penalty map,0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,"* Total penalties - 123
 * Successful - 104
 * Missed - 19
 * Conversion Rate - 86%
1. By analyzing the above map it’s clear that Ronaldo aims more towards low and wide areas and is more dominant towards goalkeeper’s right hand side which is Ronaldo's natural side.
2. From 12yards out Ronaldo's unique aspect is his placement. Almost 16% of his total goals have come from penalties and the conversion rate is astonishing.
3. The unique feature about his kicks is that he goes more towards the side netting unlike Messi, his placement is concentrated and far away from goalkeeper’s reach.
4. Run up and power- Ronaldo's run-up is something that I really admire, his technique is amazing as he approaches the ball he kind off gets on his toes and prepares himself for the launch of the ball, his run up and his technique imparts power to the ball unlike Messi's small run-up which somewhat imparts less speed and power to the ball.
And finally,",0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,Psychological pressure - Every football fan knows how tremendous the pressure is while taking the penalty kicks.,0
745590311120932864,shut the fuck up!! Ronaldo is wayyyyy better See-no-evil monkey Messi is selfish and a dickhead,Football is more of a mind game than just kicking the ball,0
